epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,648.665,3.52673,2.28631,0.81976,0.40822,0.14908,0.09777,0.02866,3.4573,2.21653,0.82918,0.000664954,0.000664954,0.000664954
43,663.608,3.542,2.31415,0.82124,0.40473,0.16641,0.10586,0.02981,3.46846,2.20783,0.81829,0.000662417,0.000662417,0.000662417
44,679.01,3.47423,2.26066,0.82586,0.17447,0.173,0.11018,0.03362,3.45905,2.1936,0.81282,0.000659879,0.000659879,0.000659879
45,694.04,3.51069,2.26833,0.81655,0.29242,0.17486,0.10981,0.03529,3.46252,2.19438,0.80694,0.000657341,0.000657341,0.000657341
46,710.164,3.46045,2.29285,0.83562,0.18221,0.18013,0.10985,0.03537,3.4493,2.18913,0.81174,0.000654804,0.000654804,0.000654804
47,724.847,3.53536,2.2943,0.82389,0.1957,0.17012,0.10705,0.03415,3.44981,2.20411,0.81417,0.000652266,0.000652266,0.000652266
48,739.882,3.48839,2.2612,0.83056,0.31836,0.17604,0.10494,0.03359,3.42805,2.19554,0.8157,0.000649728,0.000649728,0.000649728
49,753.779,3.47776,2.24384,0.83599,0.17268,0.16451,0.10415,0.03494,3.44763,2.21962,0.81288,0.00064719,0.00064719,0.00064719
50,767.939,3.4619,2.22892,0.82605,0.1547,0.16662,0.09512,0.02984,3.45944,2.22954,0.81121,0.000644653,0.000644653,0.000644653
51,782.725,3.48177,2.25279,0.82475,0.17083,0.17994,0.09868,0.02987,3.44132,2.20685,0.82867,0.000642115,0.000642115,0.000642115
52,797.43,3.523,2.25875,0.82944,0.17705,0.18456,0.10541,0.03406,3.43797,2.23553,0.83577,0.000639577,0.000639577,0.000639577
53,812.24,3.44975,2.21692,0.82848,0.22095,0.16825,0.11034,0.03501,3.45908,2.23451,0.82632,0.00063704,0.00063704,0.00063704
54,825.853,3.44237,2.20586,0.82192,0.40506,0.17898,0.10267,0.03109,3.46536,2.24417,0.81793,0.000634502,0.000634502,0.000634502
55,839.665,3.39135,2.20682,0.84203,0.41045,0.16747,0.09828,0.02901,3.48974,2.21322,0.8104,0.000631964,0.000631964,0.000631964
56,854.05,3.4416,2.20426,0.83154,0.30801,0.17162,0.10597,0.03202,3.48281,2.17966,0.81529,0.000629427,0.000629427,0.000629427
57,868.061,3.44395,2.18642,0.81596,0.19193,0.16901,0.1068,0.03221,3.46773,2.20149,0.81701,0.000626889,0.000626889,0.000626889
58,882.175,3.44313,2.22436,0.81561,0.19339,0.16558,0.11014,0.03488,3.42973,2.24615,0.82122,0.000624351,0.000624351,0.000624351
59,896.156,3.58261,2.28579,0.81687,0.17136,0.16399,0.10108,0.03101,3.44676,2.22215,0.82227,0.000621813,0.000621813,0.000621813
60,910.384,3.49012,2.20339,0.8148,0.19022,0.17374,0.10704,0.03229,3.43363,2.20201,0.81237,0.000619276,0.000619276,0.000619276
61,924.623,3.4709,2.1834,0.82143,0.18678,0.16796,0.10082,0.03188,3.43116,2.18494,0.81798,0.000616738,0.000616738,0.000616738
62,939.367,3.48231,2.17891,0.81785,0.1776,0.17618,0.10443,0.03196,3.44205,2.18285,0.81243,0.0006142,0.0006142,0.0006142
63,954.26,3.37918,2.15937,0.8299,0.20538,0.17626,0.11195,0.03481,3.4363,2.15767,0.80866,0.000611663,0.000611663,0.000611663
64,969.705,3.45269,2.15452,0.81753,0.23479,0.17425,0.11473,0.03406,3.44723,2.20356,0.80725,0.000609125,0.000609125,0.000609125
65,981.024,3.45111,2.19706,0.82489,0.19343,0.16734,0.11334,0.03702,3.44119,2.17497,0.80841,0.000606587,0.000606587,0.000606587
66,987.993,3.46298,2.18752,0.80712,0.28625,0.17287,0.10155,0.02879,3.48574,2.19067,0.80234,0.00060405,0.00060405,0.00060405
67,994.59,3.43654,2.18854,0.80301,0.17844,0.16545,0.10313,0.03299,3.41968,2.20851,0.81158,0.000601512,0.000601512,0.000601512
68,1003.34,3.43462,2.18168,0.8076,0.2139,0.17387,0.10199,0.03078,3.40438,2.19142,0.81363,0.000598974,0.000598974,0.000598974
69,1026.95,3.46429,2.20945,0.81416,0.21357,0.15938,0.09456,0.02903,3.42048,2.22466,0.82057,0.000596436,0.000596436,0.000596436
70,1035.26,3.44237,2.17554,0.82118,0.20594,0.17387,0.11043,0.03139,3.44383,2.19892,0.81354,0.000593899,0.000593899,0.000593899
71,1041.54,3.40973,2.16046,0.81377,0.18908,0.17807,0.11806,0.0347,3.39921,2.1798,0.82113,0.000591361,0.000591361,0.000591361
72,1056.3,3.45657,2.1737,0.81901,0.19339,0.18718,0.11809,0.03672,3.3981,2.15622,0.8208,0.000588823,0.000588823,0.000588823
73,1074.98,3.39006,2.15295,0.81826,0.19861,0.18691,0.11373,0.03644,3.40999,2.16472,0.81959,0.000586286,0.000586286,0.000586286
74,1086.82,3.41013,2.1429,0.81929,0.17648,0.19146,0.11218,0.03466,3.42528,2.18341,0.82789,0.000583748,0.000583748,0.000583748
75,1093.61,3.40379,2.1566,0.83674,0.21196,0.175,0.10933,0.03292,3.41963,2.22443,0.81193,0.00058121,0.00058121,0.00058121
76,1100.28,3.42509,2.13773,0.81387,0.33949,0.17636,0.10136,0.02974,3.42781,2.23248,0.80771,0.000578672,0.000578672,0.000578672
77,1106.32,3.3891,2.12126,0.82757,0.29188,0.17152,0.10346,0.03074,3.4092,2.18187,0.80779,0.000576135,0.000576135,0.000576135
78,1112.45,3.40605,2.143,0.81285,0.198,0.17826,0.10801,0.03121,3.43782,2.24752,0.81164,0.000573597,0.000573597,0.000573597
79,1118.67,3.40392,2.12211,0.81406,0.29919,0.167,0.10831,0.03231,3.426,2.28381,0.81027,0.000571059,0.000571059,0.000571059
80,1125.2,3.40034,2.13123,0.81466,0.21244,0.18018,0.11481,0.03585,3.39558,2.20087,0.82002,0.000568522,0.000568522,0.000568522
81,1140.62,3.33386,2.09006,0.83255,0.1864,0.19512,0.11645,0.03632,3.39757,2.17905,0.82119,0.000565984,0.000565984,0.000565984
82,1155.29,3.3488,2.11025,0.82528,0.24458,0.17644,0.10996,0.03682,3.44837,2.23025,0.81174,0.000563446,0.000563446,0.000563446
83,1161.38,3.39592,2.13029,0.81412,0.23981,0.19365,0.1154,0.03514,3.4467,2.17036,0.80844,0.000560909,0.000560909,0.000560909
84,1174.64,3.38691,2.0914,0.82031,0.18743,0.21236,0.11336,0.03331,3.42038,2.19452,0.80877,0.000558371,0.000558371,0.000558371
85,1190.29,3.3468,2.10147,0.82942,0.30223,0.18332,0.1181,0.03651,3.45098,2.20213,0.80003,0.000555833,0.000555833,0.000555833
86,1206.87,3.37725,2.07265,0.81888,0.19851,0.19293,0.12841,0.04193,3.40283,2.15715,0.80096,0.000553296,0.000553296,0.000553296
87,1221.38,3.37719,2.10426,0.81404,0.25118,0.18495,0.12856,0.04128,3.38855,2.17264,0.80798,0.000550758,0.000550758,0.000550758
88,1237.44,3.40228,2.06626,0.81052,0.21021,0.17732,0.11842,0.04048,3.39368,2.15232,0.81417,0.00054822,0.00054822,0.00054822
89,1252.22,3.30748,2.07518,0.82505,0.18629,0.19302,0.11853,0.039,3.40722,2.15588,0.81845,0.000545682,0.000545682,0.000545682
90,1266.8,3.41744,2.08158,0.79941,0.19838,0.18685,0.11881,0.03774,3.39868,2.14419,0.81835,0.000543145,0.000543145,0.000543145
91,1281.43,3.31455,2.05866,0.82041,0.3429,0.1865,0.11441,0.03675,3.41298,2.12873,0.81549,0.000540607,0.000540607,0.000540607
92,1297.08,3.40143,2.08267,0.80264,0.2073,0.18388,0.11232,0.03457,3.38073,2.17606,0.81095,0.000538069,0.000538069,0.000538069
93,1311.98,3.44085,2.15868,0.8011,0.18229,0.19145,0.1154,0.03514,3.39027,2.20142,0.81297,0.000535532,0.000535532,0.000535532
94,1327.46,3.40187,2.06121,0.80341,0.213,0.18846,0.12164,0.03829,3.41011,2.18787,0.82237,0.000532994,0.000532994,0.000532994
95,1343.16,3.34527,2.06537,0.80846,0.20458,0.17856,0.12035,0.03516,3.41821,2.18145,0.82062,0.000530456,0.000530456,0.000530456
96,1357.55,3.35433,2.04898,0.80677,0.22335,0.19933,0.12287,0.03746,3.38513,2.13616,0.81687,0.000527919,0.000527919,0.000527919
97,1371.5,3.32156,2.0457,0.81451,0.20663,0.18946,0.12314,0.03763,3.39785,2.16244,0.81207,0.000525381,0.000525381,0.000525381
98,1385.73,3.37989,2.06736,0.80715,0.21715,0.18194,0.12269,0.03693,3.38101,2.13484,0.80897,0.000522843,0.000522843,0.000522843
99,1400.53,3.37677,2.10745,0.81159,0.19638,0.17742,0.11635,0.03487,3.39117,2.15624,0.80756,0.000520305,0.000520305,0.000520305
100,1413.98,3.33718,2.02728,0.81652,0.20487,0.1658,0.11031,0.03358,3.39084,2.20591,0.81731,0.000517768,0.000517768,0.000517768
101,1427.93,3.3463,2.05959,0.819,0.19871,0.16622,0.11504,0.03615,3.38528,2.17026,0.81857,0.00051523,0.00051523,0.00051523
102,1442.44,3.38365,2.09077,0.8016,0.22145,0.16704,0.10992,0.03578,3.39744,2.14798,0.82478,0.000512692,0.000512692,0.000512692
103,1457.32,3.37025,2.06255,0.81522,0.20248,0.18952,0.11753,0.03783,3.40161,2.15797,0.81111,0.000510155,0.000510155,0.000510155
